vendor_id,supplier_name,defect_rate,lead_time_days,quality_score
Supplier 5,Supplier 5,0.09,24,4.5
Supplier 5,Supplier 5,0.0133,24,4.5
Supplier 5,Supplier 5,0.0032,24,4.5
Supplier 5,Supplier 5,0.0118,24,4.5
Supplier 5,Supplier 5,0.0054,24,4.5
Supplier 5,Supplier 5,0.0478,24,4.5
Supplier 5,Supplier 5,0.0605,24,4.5
Supplier 5,Supplier 5,0.0037,24,4.5
Supplier 5,Supplier 5,0.0019,24,4.5
Supplier 5,Supplier 5,0.0141,24,4.5
Supplier 5,Supplier 5,0.0018,24,4.5
Supplier 5,Supplier 5,0.0046,24,4.5
Supplier 5,Supplier 5,0.0221,24,4.5
Supplier 5,Supplier 5,0.0148,24,4.5
Supplier 5,Supplier 5,0.0126,24,4.5
Supplier 5,Supplier 5,0.0006,24,4.5
Supplier 5,Supplier 5,0.0214,24,4.5
Supplier 5,Supplier 5,0.1141,24,4.5
Supplier 5,Supplier 5,0.0199,24,4.5
Supplier 5,Supplier 5,0.0716,24,4.5
Supplier 5,Supplier 5,0.0081,24,4.5
Supplier 5,Supplier 5,0.0131,24,4.5
Supplier 5,Supplier 5,0.0363,24,4.5
Supplier 5,Supplier 5,0.024,24,4.5
Supplier 5,Supplier 5,0.0145,24,4.5
Supplier 5,Supplier 5,0.0244,24,4.5
Supplier 5,Supplier 5,0.0196,24,4.5
Supplier 5,Supplier 5,0.0017,24,4.5
Supplier 5,Supplier 5,0.0255,24,4.5
Supplier 5,Supplier 5,0.0397,24,4.5
Supplier 5,Supplier 5,0.0247,24,4.5
Supplier 5,Supplier 5,0.02,24,4.5
Supplier 5,Supplier 5,0.0076,24,4.5
Supplier 5,Supplier 5,0.0606,24,4.5
Supplier 5,Supplier 5,0.0501,24,4.5
Supplier 5,Supplier 5,0.0278,24,4.5
Supplier 5,Supplier 5,0.0424,24,4.5
Supplier 5,Supplier 5,0.0275,24,4.5
Supplier 5,Supplier 5,0.0119,24,4.5
Supplier 5,Supplier 5,0.0318,24,4.5
Supplier 5,Supplier 5,0.0194,24,4.5
Supplier 5,Supplier 5,0.0177,24,4.5
Supplier 5,Supplier 5,0.0029,24,4.5
Supplier 5,Supplier 5,0.015,24,4.5
Supplier 5,Supplier 5,0.0383,24,4.5
Supplier 5,Supplier 5,0.0358,24,4.5
Supplier 5,Supplier 5,0.0261,24,4.5
Supplier 5,Supplier 5,0.0152,24,4.5
Supplier 5,Supplier 5,0.0782,24,4.5
Supplier 5,Supplier 5,0.0374,24,4.5
Supplier 5,Supplier 5,0.0201,24,4.5
Supplier 5,Supplier 5,0.0409,24,4.5
Supplier 5,Supplier 5,0.0115,24,4.5
Supplier 5,Supplier 5,0.0298,24,4.5
Supplier 5,Supplier 5,0.0183,24,4.5
Supplier 5,Supplier 5,0.0023,24,4.5
Supplier 5,Supplier 5,0.0512,24,4.5
Supplier 5,Supplier 5,0.0007,24,4.5
Supplier 5,Supplier 5,0.0258,24,4.5
Supplier 5,Supplier 5,0.0028,24,4.5
Supplier 5,Supplier 5,0.0151,24,4.5
Supplier 5,Supplier 5,0.0134,24,4.5
Supplier 5,Supplier 5,0.0116,24,4.5
Supplier 5,Supplier 5,0.005,24,4.5
Supplier 5,Supplier 5,0.0385,24,4.5
Supplier 5,Supplier 5,0.0008,24,4.5
Supplier 5,Supplier 5,0.0295,24,4.5
Supplier 5,Supplier 5,0.0121,24,4.5
Supplier 5,Supplier 5,0.0094,24,4.5
Supplier 5,Supplier 5,0.007,24,4.5
Supplier 5,Supplier 5,0.0487,24,4.5
Supplier 5,Supplier 5,0.0132,24,4.5
Supplier 5,Supplier 5,0.0059,24,4.5
Supplier 5,Supplier 5,0.0455,24,4.5
Supplier 5,Supplier 5,0.0608,24,4.5
Supplier 5,Supplier 5,0.0078,24,4.5
Supplier 5,Supplier 5,0.0022,24,4.5
Supplier 5,Supplier 5,0.0042,24,4.5
Supplier 5,Supplier 5,0.0164,24,4.5
Supplier 5,Supplier 5,0.0332,24,4.5
Supplier 5,Supplier 5,0.0069,24,4.5
Supplier 5,Supplier 5,0.0075,24,4.5
Supplier 5,Supplier 5,0.0677,24,4.5
Supplier 5,Supplier 5,0.0727,24,4.5
Supplier 5,Supplier 5,0.0208,24,4.5
Supplier 5,Supplier 5,0.0402,24,4.5
Supplier 5,Supplier 5,0.0351,24,4.5
Supplier 5,Supplier 5,0.093,24,4.5
Supplier 5,Supplier 5,0.0223,24,4.5
Supplier 5,Supplier 5,0.0301,24,4.5
Supplier 5,Supplier 5,0.0239,24,4.5
Supplier 5,Supplier 5,0.0187,24,4.5
Supplier 5,Supplier 5,0.0062,24,4.5
Supplier 5,Supplier 5,0.0024,24,4.5
Supplier 5,Supplier 5,0.0,24,4.5
Supplier 5,Supplier 5,0.035,24,4.5
Supplier 5,Supplier 5,0.0291,24,4.5
Supplier 5,Supplier 5,0.0576,24,4.5
Supplier 5,Supplier 5,0.0104,24,4.5
Supplier 5,Supplier 5,0.022,24,4.5
Supplier 5,Supplier 5,0.0171,24,4.5
Supplier 2,Supplier 2,0.12,23,4.5
Supplier 2,Supplier 2,0.0289,23,4.5
Supplier 2,Supplier 2,0.0021,23,4.5
Supplier 2,Supplier 2,0.0199,23,4.5
Supplier 2,Supplier 2,0.0281,23,4.5
Supplier 2,Supplier 2,0.0203,23,4.5
Supplier 2,Supplier 2,0.0032,23,4.5
Supplier 2,Supplier 2,0.0221,23,4.5
Supplier 2,Supplier 2,0.0171,23,4.5
Supplier 2,Supplier 2,0.025,23,4.5
Supplier 2,Supplier 2,0.0637,23,4.5
Supplier 2,Supplier 2,0.0402,23,4.5
Supplier 2,Supplier 2,0.0073,23,4.5
Supplier 2,Supplier 2,0.0381,23,4.5
Supplier 2,Supplier 2,0.0055,23,4.5
Supplier 2,Supplier 2,0.0507,23,4.5
Supplier 2,Supplier 2,0.0226,23,4.5
Supplier 2,Supplier 2,0.0053,23,4.5
Supplier 2,Supplier 2,0.0224,23,4.5
Supplier 2,Supplier 2,0.1026,23,4.5
Supplier 2,Supplier 2,0.018,23,4.5
Supplier 2,Supplier 2,0.0309,23,4.5
Supplier 2,Supplier 2,0.0287,23,4.5
Supplier 2,Supplier 2,0.0333,23,4.5
Supplier 2,Supplier 2,0.0105,23,4.5
Supplier 2,Supplier 2,0.0338,23,4.5
Supplier 2,Supplier 2,0.0819,23,4.5
Supplier 2,Supplier 2,0.0205,23,4.5
Supplier 2,Supplier 2,0.0106,23,4.5
Supplier 2,Supplier 2,0.0602,23,4.5
Supplier 2,Supplier 2,0.0271,23,4.5
Supplier 2,Supplier 2,0.0575,23,4.5
Supplier 2,Supplier 2,0.0325,23,4.5
Supplier 2,Supplier 2,0.0148,23,4.5
Supplier 2,Supplier 2,0.0251,23,4.5
Supplier 2,Supplier 2,0.0008,23,4.5
Supplier 2,Supplier 2,0.0079,23,4.5
Supplier 2,Supplier 2,0.0275,23,4.5
Supplier 2,Supplier 2,0.059,23,4.5
Supplier 2,Supplier 2,0.0411,23,4.5
Supplier 2,Supplier 2,0.0151,23,4.5
Supplier 2,Supplier 2,0.027,23,4.5
Supplier 2,Supplier 2,0.0416,23,4.5
Supplier 2,Supplier 2,0.0047,23,4.5
Supplier 2,Supplier 2,0.056,23,4.5
Supplier 2,Supplier 2,0.0086,23,4.5
Supplier 2,Supplier 2,0.0278,23,4.5
Supplier 2,Supplier 2,0.0386,23,4.5
Supplier 2,Supplier 2,0.0027,23,4.5
Supplier 2,Supplier 2,0.061,23,4.5
Supplier 2,Supplier 2,0.0412,23,4.5
Supplier 2,Supplier 2,0.0285,23,4.5
Supplier 2,Supplier 2,0.1017,23,4.5
Supplier 2,Supplier 2,0.0419,23,4.5
Supplier 2,Supplier 2,0.0242,23,4.5
Supplier 5,Supplier 5,0.0024,4,4.5
Supplier 5,Supplier 5,0.0089,4,4.5
Supplier 5,Supplier 5,0.0242,4,4.5
Supplier 5,Supplier 5,0.0178,4,4.5
Supplier 5,Supplier 5,0.0315,4,4.5
Supplier 5,Supplier 5,0.0261,4,4.5
Supplier 5,Supplier 5,0.0048,4,4.5
Supplier 5,Supplier 5,0.029,4,4.5
Supplier 5,Supplier 5,0.0093,4,4.5
Supplier 5,Supplier 5,0.0153,4,4.5
Supplier 5,Supplier 5,0.0265,4,4.5
Supplier 5,Supplier 5,0.0212,4,4.5
Supplier 5,Supplier 5,0.0012,4,4.5
Supplier 5,Supplier 5,0.036,4,4.5
Supplier 5,Supplier 5,0.03,4,4.5
Supplier 5,Supplier 5,0.0254,4,4.5
Supplier 5,Supplier 5,0.0432,4,4.5
Supplier 5,Supplier 5,0.0086,4,4.5
Supplier 5,Supplier 5,0.0114,4,4.5
Supplier 5,Supplier 5,0.0076,4,4.5
Supplier 5,Supplier 5,0.0124,4,4.5
Supplier 5,Supplier 5,0.0593,4,4.5
Supplier 5,Supplier 5,0.0509,4,4.5
Supplier 5,Supplier 5,0.0094,4,4.5
Supplier 5,Supplier 5,0.0187,4,4.5
Supplier 5,Supplier 5,0.0422,4,4.5
Supplier 5,Supplier 5,0.0494,4,4.5
Supplier 5,Supplier 5,0.0112,4,4.5
Supplier 5,Supplier 5,0.0159,4,4.5
Supplier 5,Supplier 5,0.0079,4,4.5
Supplier 5,Supplier 5,0.0228,4,4.5
Supplier 5,Supplier 5,0.0362,4,4.5
Supplier 5,Supplier 5,0.0363,4,4.5
Supplier 5,Supplier 5,0.0068,4,4.5
Supplier 5,Supplier 5,0.0119,4,4.5
Supplier 5,Supplier 5,0.0308,4,4.5
Supplier 5,Supplier 5,0.0176,4,4.5
Supplier 5,Supplier 5,0.0232,4,4.5
Supplier 5,Supplier 5,0.0328,4,4.5
Supplier 5,Supplier 5,0.0105,4,4.5
Supplier 5,Supplier 5,0.0839,4,4.5
Supplier 5,Supplier 5,0.001,4,4.5
Supplier 5,Supplier 5,0.002,4,4.5
Supplier 5,Supplier 5,0.0579,4,4.5
Supplier 5,Supplier 5,0.0608,4,4.5
Supplier 5,Supplier 5,0.0139,4,4.5
Supplier 5,Supplier 5,0.011,4,4.5
Supplier 5,Supplier 5,0.004,4,4.5
Supplier 5,Supplier 5,0.0008,4,4.5
Supplier 5,Supplier 5,0.0496,4,4.5
Supplier 5,Supplier 5,0.0035,4,4.5
Supplier 5,Supplier 5,0.0359,4,4.5
Supplier 5,Supplier 5,0.0545,4,4.5
Supplier 5,Supplier 5,0.0038,4,4.5
Supplier 5,Supplier 5,0.0526,4,4.5
Supplier 5,Supplier 5,0.0067,4,4.5
Supplier 5,Supplier 5,0.0794,4,4.5
Supplier 5,Supplier 5,0.0184,4,4.5
Supplier 5,Supplier 5,0.0627,4,4.5
Supplier 5,Supplier 5,0.0028,4,4.5
Supplier 5,Supplier 5,0.0163,4,4.5
Supplier 5,Supplier 5,0.0198,4,4.5
Supplier 5,Supplier 5,0.0018,4,4.5
Supplier 5,Supplier 5,0.0226,4,4.5
Supplier 5,Supplier 5,0.0065,4,4.5
Supplier 5,Supplier 5,0.02,4,4.5
Supplier 5,Supplier 5,0.0251,4,4.5
Supplier 5,Supplier 5,0.0003,4,4.5
Supplier 5,Supplier 5,0.0329,4,4.5
Supplier 5,Supplier 5,0.0231,4,4.5
Supplier 5,Supplier 5,0.0058,4,4.5
Supplier 5,Supplier 5,0.0087,4,4.5
Supplier 5,Supplier 5,0.0158,4,4.5
Supplier 5,Supplier 5,0.0044,4,4.5
Supplier 5,Supplier 5,0.0046,4,4.5
Supplier 5,Supplier 5,0.0098,4,4.5
Supplier 5,Supplier 5,0.0563,4,4.5
Supplier 5,Supplier 5,0.005,4,4.5
Supplier 5,Supplier 5,0.018,4,4.5
Supplier 5,Supplier 5,0.0148,4,4.5
Supplier 5,Supplier 5,0.0376,4,4.5
Supplier 5,Supplier 5,0.0019,4,4.5
Supplier 5,Supplier 5,0.0155,4,4.5
Supplier 5,Supplier 5,0.033,4,4.5
Supplier 5,Supplier 5,0.0141,4,4.5
Supplier 5,Supplier 5,0.0259,4,4.5
Supplier 5,Supplier 5,0.0195,4,4.5
Supplier 5,Supplier 5,0.0214,4,4.5
Supplier 5,Supplier 5,0.0361,4,4.5
Supplier 5,Supplier 5,0.0021,4,4.5
Supplier 5,Supplier 5,0.0674,4,4.5
Supplier 5,Supplier 5,0.0042,4,4.5
Supplier 5,Supplier 5,0.0091,4,4.5
Supplier 5,Supplier 5,0.0225,4,4.5
Supplier 5,Supplier 5,0.0215,4,4.5
Supplier 5,Supplier 5,0.0007,4,4.5
Supplier 5,Supplier 5,0.0031,4,4.5
Supplier 5,Supplier 5,0.014,4,4.5
Supplier 5,Supplier 5,0.0192,4,4.5
Supplier 5,Supplier 5,0.0002,4,4.5
Supplier 5,Supplier 5,0.0332,4,4.5
Supplier 5,Supplier 5,0.0085,4,4.5
Supplier 5,Supplier 5,0.0011,4,4.5
Supplier 5,Supplier 5,0.0052,4,4.5
Supplier 5,Supplier 5,0.0535,4,4.5
Supplier 5,Supplier 5,0.031,4,4.5
Supplier 5,Supplier 5,0.0102,4,4.5
Supplier 5,Supplier 5,0.006,4,4.5
Supplier 5,Supplier 5,0.0243,4,4.5
Supplier 5,Supplier 5,0.0352,4,4.5
Supplier 5,Supplier 5,0.0055,4,4.5
Supplier 5,Supplier 5,0.0378,4,4.5
Supplier 5,Supplier 5,0.0202,4,4.5
Supplier 5,Supplier 5,0.0127,4,4.5
Supplier 5,Supplier 5,0.0191,4,4.5
Supplier 5,Supplier 5,0.0218,4,4.5
Supplier 5,Supplier 5,0.0013,4,4.5
Supplier 5,Supplier 5,0.0625,4,4.5
Supplier 5,Supplier 5,0.0216,4,4.5
Supplier 5,Supplier 5,0.0123,4,4.5
Supplier 5,Supplier 5,0.0169,4,4.5
Supplier 5,Supplier 5,0.0009,4,4.5
Supplier 5,Supplier 5,0.0282,4,4.5
Supplier 5,Supplier 5,0.0181,4,4.5
Supplier 5,Supplier 5,0.0207,4,4.5
Supplier 5,Supplier 5,0.0263,4,4.5
Supplier 5,Supplier 5,0.0034,4,4.5
Supplier 5,Supplier 5,0.015,4,4.5
Supplier 5,Supplier 5,0.0244,4,4.5
Supplier 5,Supplier 5,0.0188,4,4.5
Supplier 5,Supplier 5,0.0544,4,4.5
Supplier 5,Supplier 5,0.0444,4,4.5
Supplier 5,Supplier 5,0.012,4,4.5
Supplier 5,Supplier 5,0.0095,4,4.5
Supplier 5,Supplier 5,0.0138,4,4.5
Supplier 5,Supplier 5,0.0145,4,4.5
Supplier 5,Supplier 5,0.0047,4,4.5
Supplier 5,Supplier 5,0.0205,4,4.5
Supplier 5,Supplier 5,0.0295,4,4.5
Supplier 5,Supplier 5,0.0027,4,4.5
Supplier 5,Supplier 5,0.0347,4,4.5
Supplier 5,Supplier 5,0.0062,4,4.5
Supplier 5,Supplier 5,0.0528,4,4.5
Supplier 5,Supplier 5,0.0869,4,4.5
Supplier 5,Supplier 5,0.0194,4,4.5
Supplier 5,Supplier 5,0.0016,4,4.5
Supplier 1,Supplier 1,0.0123,11,4.5
Supplier 1,Supplier 1,0.0447,11,4.5
Supplier 1,Supplier 1,0.0236,11,4.5
Supplier 1,Supplier 1,0.0548,11,4.5
Supplier 1,Supplier 1,0.0006,11,4.5
Supplier 1,Supplier 1,0.0025,11,4.5
Supplier 1,Supplier 1,0.0146,11,4.5
Supplier 1,Supplier 1,0.043,11,4.5
Supplier 1,Supplier 1,0.0013,11,4.5
Supplier 1,Supplier 1,0.0504,11,4.5
Supplier 1,Supplier 1,0.0555,11,4.5
Supplier 1,Supplier 1,0.0172,11,4.5
Supplier 1,Supplier 1,0.0029,11,4.5
Supplier 1,Supplier 1,0.0264,11,4.5
Supplier 1,Supplier 1,0.0323,11,4.5
Supplier 1,Supplier 1,0.0734,11,4.5
Supplier 1,Supplier 1,0.0343,11,4.5
Supplier 1,Supplier 1,0.0242,11,4.5
Supplier 1,Supplier 1,0.0018,11,4.5
Supplier 1,Supplier 1,0.0005,11,4.5
Supplier 1,Supplier 1,0.0139,11,4.5
Supplier 1,Supplier 1,0.0042,11,4.5
Supplier 1,Supplier 1,0.0232,11,4.5
Supplier 1,Supplier 1,0.0317,11,4.5
Supplier 1,Supplier 1,0.0038,11,4.5
Supplier 1,Supplier 1,0.0027,11,4.5
Supplier 1,Supplier 1,0.0167,11,4.5
Supplier 1,Supplier 1,0.0011,11,4.5
Supplier 1,Supplier 1,0.0368,11,4.5
Supplier 1,Supplier 1,0.0037,11,4.5
Supplier 1,Supplier 1,0.0315,11,4.5
Supplier 1,Supplier 1,0.0314,11,4.5
Supplier 1,Supplier 1,0.0143,11,4.5
Supplier 1,Supplier 1,0.0127,11,4.5
Supplier 1,Supplier 1,0.042,11,4.5
Supplier 1,Supplier 1,0.02,11,4.5
Supplier 1,Supplier 1,0.0039,11,4.5
Supplier 1,Supplier 1,0.0001,11,4.5
Supplier 1,Supplier 1,0.0154,11,4.5
Supplier 1,Supplier 1,0.006,11,4.5
Supplier 1,Supplier 1,0.0137,11,4.5
Supplier 1,Supplier 1,0.0002,11,4.5
Supplier 1,Supplier 1,0.0091,11,4.5
Supplier 1,Supplier 1,0.0224,11,4.5
Supplier 1,Supplier 1,0.0175,11,4.5
Supplier 1,Supplier 1,0.0303,11,4.5
Supplier 1,Supplier 1,0.0079,11,4.5
Supplier 1,Supplier 1,0.0312,11,4.5
Supplier 1,Supplier 1,0.062,11,4.5
Supplier 1,Supplier 1,0.0735,11,4.5
Supplier 1,Supplier 1,0.0045,11,4.5
Supplier 1,Supplier 1,0.0554,11,4.5
Supplier 1,Supplier 1,0.0052,11,4.5
Supplier 1,Supplier 1,0.0075,11,4.5
Supplier 1,Supplier 1,0.0093,11,4.5
Supplier 1,Supplier 1,0.0085,11,4.5
Supplier 1,Supplier 1,0.0009,11,4.5
Supplier 1,Supplier 1,0.0332,11,4.5
Supplier 1,Supplier 1,0.0034,11,4.5
Supplier 1,Supplier 1,0.0021,11,4.5
Supplier 1,Supplier 1,0.0069,11,4.5
Supplier 1,Supplier 1,0.0105,11,4.5
Supplier 1,Supplier 1,0.0308,11,4.5
Supplier 1,Supplier 1,0.0166,11,4.5
Supplier 1,Supplier 1,0.0096,11,4.5
Supplier 1,Supplier 1,0.0032,11,4.5
Supplier 1,Supplier 1,0.0164,11,4.5
Supplier 1,Supplier 1,0.0014,11,4.5
Supplier 1,Supplier 1,0.0385,11,4.5
Supplier 1,Supplier 1,0.0061,11,4.5
Supplier 1,Supplier 1,0.015,11,4.5
Supplier 1,Supplier 1,0.1089,11,4.5
Supplier 1,Supplier 1,0.021,11,4.5
Supplier 1,Supplier 1,0.031,11,4.5
Supplier 1,Supplier 1,0.0067,11,4.5
Supplier 1,Supplier 1,0.0367,11,4.5
Supplier 1,Supplier 1,0.0016,11,4.5
Supplier 1,Supplier 1,0.0159,11,4.5
Supplier 1,Supplier 1,0.0019,11,4.5
Supplier 1,Supplier 1,0.0327,11,4.5
Supplier 1,Supplier 1,0.0007,11,4.5
Supplier 1,Supplier 1,0.0512,11,4.5
Supplier 1,Supplier 1,0.0289,11,4.5
Supplier 1,Supplier 1,0.0225,11,4.5
Supplier 1,Supplier 1,0.0248,11,4.5
Supplier 1,Supplier 1,0.0158,11,4.5
Supplier 1,Supplier 1,0.0003,11,4.5
Supplier 1,Supplier 1,0.0284,11,4.5
Supplier 1,Supplier 1,0.0173,11,4.5
Supplier 1,Supplier 1,0.0293,11,4.5
Supplier 1,Supplier 1,0.0118,11,4.5
Supplier 1,Supplier 1,0.051,11,4.5
Supplier 1,Supplier 1,0.0043,11,4.5
Supplier 1,Supplier 1,0.012,11,4.5
Supplier 1,Supplier 1,0.0024,11,4.5
Supplier 1,Supplier 1,0.003,11,4.5
Supplier 1,Supplier 1,0.0152,11,4.5
Supplier 1,Supplier 1,0.0156,11,4.5
Supplier 1,Supplier 1,0.0074,11,4.5
Supplier 1,Supplier 1,0.0607,11,4.5
Supplier 1,Supplier 1,0.0078,11,4.5
Supplier 1,Supplier 1,0.0132,11,4.5
Supplier 1,Supplier 1,0.0184,11,4.5
Supplier 1,Supplier 1,0.0031,11,4.5
Supplier 1,Supplier 1,0.0214,11,4.5
Supplier 1,Supplier 1,0.0212,11,4.5
Supplier 1,Supplier 1,0.0028,11,4.5
Supplier 1,Supplier 1,0.0659,11,4.5
Supplier 1,Supplier 1,0.0071,11,4.5
Supplier 1,Supplier 1,0.0237,11,4.5
Supplier 1,Supplier 1,0.0638,11,4.5
Supplier 1,Supplier 1,0.0051,11,4.5
Supplier 1,Supplier 1,0.0149,11,4.5
Supplier 1,Supplier 1,0.0331,11,4.5
Supplier 1,Supplier 1,0.0046,11,4.5
Supplier 1,Supplier 1,0.0183,11,4.5
Supplier 1,Supplier 1,0.0454,11,4.5
Supplier 1,Supplier 1,0.049,11,4.5
Supplier 1,Supplier 1,0.032,11,4.5
Supplier 1,Supplier 1,0.0302,11,4.5
Supplier 1,Supplier 1,0.0033,11,4.5
Supplier 1,Supplier 1,0.0134,11,4.5
Supplier 1,Supplier 1,0.0177,11,4.5
Supplier 1,Supplier 1,0.0135,11,4.5
Supplier 1,Supplier 1,0.0199,11,4.5
Supplier 1,Supplier 1,0.0428,11,4.5
Supplier 1,Supplier 1,0.016,11,4.5
Supplier 1,Supplier 1,0.0049,11,4.5
Supplier 1,Supplier 1,0.026,11,4.5
Supplier 1,Supplier 1,0.0068,11,4.5
Supplier 1,Supplier 1,0.0058,11,4.5
Supplier 1,Supplier 1,0.055,11,4.5
Supplier 1,Supplier 1,0.0088,11,4.5
Supplier 1,Supplier 1,0.0004,11,4.5
Supplier 1,Supplier 1,0.0094,11,4.5
Supplier 1,Supplier 1,0.0077,11,4.5
Supplier 1,Supplier 1,0.034,11,4.5
Supplier 1,Supplier 1,0.0191,11,4.5
Supplier 1,Supplier 1,0.0062,11,4.5
Supplier 1,Supplier 1,0.001,11,4.5
Supplier 1,Supplier 1,0.099,11,4.5
Supplier 1,Supplier 1,0.0256,11,4.5
Supplier 1,Supplier 1,0.0211,11,4.5
Supplier 1,Supplier 1,0.0008,11,4.5
Supplier 1,Supplier 1,0.0073,11,4.5
Supplier 1,Supplier 1,0.083,11,4.5
Supplier 1,Supplier 1,0.0364,11,4.5
Supplier 1,Supplier 1,0.0356,11,4.5
Supplier 1,Supplier 1,0.0151,11,4.5
Supplier 1,Supplier 1,0.0122,11,4.5
Supplier 1,Supplier 1,0.0031,25,4.5
Supplier 1,Supplier 1,0.0656,25,4.5
Supplier 1,Supplier 1,0.0094,25,4.5
Supplier 1,Supplier 1,0.0292,25,4.5
Supplier 1,Supplier 1,0.0549,25,4.5
Supplier 1,Supplier 1,0.0339,25,4.5
Supplier 1,Supplier 1,0.0178,25,4.5
Supplier 1,Supplier 1,0.0461,25,4.5
Supplier 1,Supplier 1,0.0127,25,4.5
Supplier 1,Supplier 1,0.0112,25,4.5
Supplier 1,Supplier 1,0.0256,25,4.5
Supplier 1,Supplier 1,0.0248,25,4.5
Supplier 1,Supplier 1,0.0,25,4.5
Supplier 1,Supplier 1,0.0133,25,4.5
Supplier 1,Supplier 1,0.0027,25,4.5
Supplier 1,Supplier 1,0.0529,25,4.5
Supplier 1,Supplier 1,0.0765,25,4.5
Supplier 1,Supplier 1,0.0187,25,4.5
Supplier 1,Supplier 1,0.0457,25,4.5
Supplier 1,Supplier 1,0.0062,25,4.5
Supplier 1,Supplier 1,0.0413,25,4.5
Supplier 1,Supplier 1,0.0123,25,4.5
Supplier 1,Supplier 1,0.0349,25,4.5
Supplier 1,Supplier 1,0.0376,25,4.5
Supplier 1,Supplier 1,0.0076,25,4.5
Supplier 1,Supplier 1,0.0069,25,4.5
Supplier 1,Supplier 1,0.0184,25,4.5
Supplier 1,Supplier 1,0.0053,25,4.5
Supplier 1,Supplier 1,0.001,25,4.5
Supplier 1,Supplier 1,0.0117,25,4.5
Supplier 1,Supplier 1,0.011,25,4.5
Supplier 1,Supplier 1,0.0012,25,4.5
Supplier 1,Supplier 1,0.0526,25,4.5
Supplier 1,Supplier 1,0.0002,25,4.5
Supplier 1,Supplier 1,0.0558,25,4.5
Supplier 1,Supplier 1,0.0028,25,4.5
Supplier 1,Supplier 1,0.0293,25,4.5
Supplier 1,Supplier 1,0.0073,25,4.5
Supplier 1,Supplier 1,0.0185,25,4.5
Supplier 1,Supplier 1,0.0051,25,4.5
Supplier 1,Supplier 1,0.023,25,4.5
Supplier 1,Supplier 1,0.0057,25,4.5
Supplier 1,Supplier 1,0.0733,25,4.5
Supplier 1,Supplier 1,0.0071,25,4.5
Supplier 1,Supplier 1,0.007,25,4.5
Supplier 1,Supplier 1,0.0231,25,4.5
Supplier 1,Supplier 1,0.0129,25,4.5
Supplier 1,Supplier 1,0.0078,25,4.5
Supplier 1,Supplier 1,0.0418,25,4.5
Supplier 1,Supplier 1,0.0141,25,4.5
Supplier 1,Supplier 1,0.0026,25,4.5
Supplier 1,Supplier 1,0.0351,25,4.5
Supplier 1,Supplier 1,0.0058,25,4.5
Supplier 1,Supplier 1,0.0237,25,4.5
Supplier 1,Supplier 1,0.0091,25,4.5
Supplier 1,Supplier 1,0.0013,25,4.5
Supplier 1,Supplier 1,0.0539,25,4.5
Supplier 1,Supplier 1,0.0287,25,4.5
Supplier 1,Supplier 1,0.1147,25,4.5
Supplier 1,Supplier 1,0.0001,25,4.5
Supplier 1,Supplier 1,0.0423,25,4.5
Supplier 1,Supplier 1,0.0019,25,4.5
Supplier 1,Supplier 1,0.0246,25,4.5
Supplier 1,Supplier 1,0.0467,25,4.5
Supplier 1,Supplier 1,0.019,25,4.5
Supplier 1,Supplier 1,0.0023,25,4.5
Supplier 1,Supplier 1,0.0195,25,4.5
Supplier 1,Supplier 1,0.0286,25,4.5
Supplier 1,Supplier 1,0.008,25,4.5
Supplier 1,Supplier 1,0.0037,25,4.5
Supplier 1,Supplier 1,0.0083,25,4.5
Supplier 1,Supplier 1,0.0382,25,4.5
Supplier 1,Supplier 1,0.0009,25,4.5
Supplier 1,Supplier 1,0.0034,25,4.5
Supplier 1,Supplier 1,0.0188,25,4.5
Supplier 1,Supplier 1,0.0068,25,4.5
Supplier 1,Supplier 1,0.0109,25,4.5
Supplier 1,Supplier 1,0.003,25,4.5
Supplier 1,Supplier 1,0.0024,25,4.5
Supplier 1,Supplier 1,0.0011,25,4.5
Supplier 1,Supplier 1,0.01,25,4.5
Supplier 1,Supplier 1,0.0454,25,4.5
Supplier 1,Supplier 1,0.0289,25,4.5
Supplier 1,Supplier 1,0.0158,25,4.5
Supplier 1,Supplier 1,0.0217,25,4.5
Supplier 1,Supplier 1,0.0189,25,4.5
Supplier 1,Supplier 1,0.0055,25,4.5
Supplier 1,Supplier 1,0.0016,25,4.5
Supplier 1,Supplier 1,0.0316,25,4.5
Supplier 1,Supplier 1,0.0157,25,4.5
Supplier 1,Supplier 1,0.0194,25,4.5
Supplier 1,Supplier 1,0.0175,25,4.5
Supplier 1,Supplier 1,0.0017,25,4.5
Supplier 1,Supplier 1,0.0119,25,4.5
Supplier 1,Supplier 1,0.0288,25,4.5
Supplier 1,Supplier 1,0.0944,25,4.5
Supplier 1,Supplier 1,0.006,25,4.5
Supplier 1,Supplier 1,0.0332,25,4.5
Supplier 1,Supplier 1,0.0143,25,4.5
Supplier 1,Supplier 1,0.0261,25,4.5
Supplier 1,Supplier 1,0.0318,25,4.5
Supplier 1,Supplier 1,0.0095,25,4.5
Supplier 1,Supplier 1,0.0548,25,4.5
Supplier 1,Supplier 1,0.0038,25,4.5
Supplier 1,Supplier 1,0.0086,25,4.5
Supplier 1,Supplier 1,0.0045,25,4.5
Supplier 1,Supplier 1,0.0014,25,4.5
Supplier 1,Supplier 1,0.0496,25,4.5
Supplier 1,Supplier 1,0.0269,25,4.5
